diskCtlrTimeBegin,diskCtlrTimeEnd,diskCtlrQueueDepth,diskCtlrQueueDepthEnd,tagID_begin,tagID_end,diskCacheHitStatus,CCT,qCCT,tagID[1],opid[1],devno[1],blkno[1],blkcnt[1],flags[1],cylBegin[1],headBegin[1],thetaBegin[1],cylDest[1],headDest[1],sectorDest[1],SeekDistance[1],SeekTime[1],Latency[1],XferTime[1],AccessTime[1],rpo_seektime[1],rpo_latency[1],rpo_xfertime[1],BlocksXferred[1],block_first[1],block_last[1],tagID[2],opid[2],devno[2],blkno[2],blkcnt[2],flags[2],cylBegin[2],headBegin[2],thetaBegin[2],cylDest[2],headDest[2],sectorDest[2],SeekDistance[2],SeekTime[2],Latency[2],XferTime[2],AccessTime[2],rpo_seektime[2],rpo_latency[2],rpo_xfertime[2],BlocksXferred[2],block_first[2],block_last[2]
1051.072442,1066.568129,0,0,24,24,BUFFER_NOMATCH,15.495687,15.495687,24,23,0,2012000,4,1,1297,2,2665465749,1297,3,0,4388,12.148400,2.323791,0.122665,14.594856,195000000,480114611,30666242,289,2012000,2012286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1100.759129,1101.657129,0,1,25,25,BUFFER_NOMATCH,0.898000,0.898000,25,24,0,6027200,4,0,1297,3,280342779,4129,1,110,2832,9.301960,0.101985,0.144086,9.548031,9301960000,1180139885,144097689,5,6027200,6027204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1167.485129,1168.004129,0,1,26,26,BUFFER_NOMATCH,0.519000,0.519000,26,25,0,6027108,4,0,4129,1,957656116,4129,1,18,0,0.000000,5.525501,0.144086,5.669588,0,2521817923,144097689,5,6027108,6027112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1197.410129,1200.792770,0,0,27,27,BUFFER_NOMATCH,3.382640,3.382640,27,26,0,6027188,8,1,4129,2,724677693,4129,3,0,0,0.000000,1.929789,0.288173,2.217961,195000000,490232133,36021570,293,6027188,6027478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1250.111770,1251.009770,0,1,28,28,BUFFER_NOMATCH,0.898000,0.898000,28,27,0,6027140,4,0,4129,3,169750384,4129,1,50,0,0.195000,1.221237,0.144086,1.560324,195000000,4200385477,144097689,5,6027140,6027144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1335.962770,1336.905770,0,1,29,29,BUFFER_NOMATCH,0.943000,0.943000,29,28,0,6027120,8,0,4129,1,1697547776,4129,1,30,0,0.000000,4.927701,0.288173,5.215873,0,5115667582,288201081,9,6027120,6027128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1375.107770,1376.050770,0,1,30,30,BUFFER_NOMATCH,0.943000,0.943000,30,29,0,6027128,8,0,4129,1,4041296039,4129,1,38,0,0.000000,1.952505,0.288173,2.240677,0,39922,288201081,9,6027128,6027136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1496.472770,1507.075025,0,0,31,31,BUFFER_NOMATCH,10.602255,10.602255,31,30,0,6210172,12,1,4268,0,1138728238,4268,1,0,138,3.379320,5.346084,0.432259,9.157662,195000000,490232133,36021570,297,6210172,6210466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1540.695025,1543.217206,0,0,32,32,BUFFER_NOMATCH,2.522181,2.522181,32,31,0,6210044,8,1,4267,7,336723064,4268,0,0,1,0.636000,0.394429,0.288173,1.318602,636000000,481540417,36021570,293,6210044,6210334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1575.452206,1576.368206,0,0,33,33,BUFFER_WHOLE,0.916000,0.916000,33,32,0,6210052,8,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1605.510206,1606.426206,0,0,34,34,BUFFER_WHOLE,0.916000,0.916000,34,33,0,6210060,8,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1660.147206,1666.361439,0,0,35,35,BUFFER_NOMATCH,6.214233,6.214233,35,34,0,6209988,4,1,4267,7,336812154,4268,0,0,1,0.636000,4.510481,0.144086,5.290568,636000000,481540417,36021570,289,6209988,6210274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1713.060439,1714.382439,0,1,36,36,BUFFER_NOMATCH,1.322000,1.322000,36,35,0,200888,8,0,4268,0,1942426199,129,3,143,4139,11.655350,5.653681,0.245330,17.554361,11655350000,5300617474,245341344,9,200888,200896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1784.813439,1785.756439,0,1,37,37,BUFFER_NOMATCH,0.943000,0.943000,37,36,0,200896,8,0,129,3,1935113946,129,3,151,0,0.000000,5.982683,0.245330,6.228013,0,17109,245341344,204,200896,200904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1819.139439,1830.846628,0,0,38,38,BUFFER_NOMATCH,11.707189,11.707189,38,37,0,1412336,4,1,910,4,3370782875,910,5,0,781,5.355700,5.327993,0.122665,10.806358,195000000,479994843,30666242,288,1412336,1412622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1897.852628,1898.750628,0,1,39,39,BUFFER_NOMATCH,0.898000,0.898000,39,38,0,1412468,4,0,910,5,1514363576,910,4,188,0,0.195000,1.701529,0.122665,2.019194,195000000,388007523,122670672,5,1412468,1412472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
1924.441628,1924.960628,0,1,40,40,BUFFER_NOMATCH,0.519000,0.519000,40,39,0,1412472,4,0,910,4,3371031668,910,5,0,0,0.000000,5.710531,0.797369,6.507900,195000000,479703979,30666242,6,1412472,1412476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
2025.543628,2031.496923,0,0,41,41,BUFFER_NOMATCH,5.953296,5.953296,41,40,0,1412416,12,1,910,5,3855362198,910,6,0,0,0.195000,3.886799,0.367995,4.449794,195000000,480114611,30666242,297,1412416,1412710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
2108.460923,2115.568799,0,0,42,42,BUFFER_NOMATCH,7.107875,7.107875,42,41,0,154580,4,1,99,5,2291654505,99,6,0,811,5.442500,0.602979,0.122665,6.168144,195000000,480051876,30666242,288,154580,154866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
2214.606799,2215.504799,0,1,43,43,BUFFER_NOMATCH,0.898000,0.898000,43,42,0,853016,4,0,99,6,1370811299,549,7,71,450,4.397000,4.538598,0.122665,9.058263,4397000000,5355687817,122670672,5,853016,853020,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
2261.774799,2274.013864,0,0,44,44,BUFFER_NOMATCH,12.239065,12.239065,44,43,0,2162680,4,1,1397,4,115896313,1397,5,0,848,5.498000,5.716257,0.127912,11.342169,195000000,508944415,31977984,288,2162680,2162966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
