diskCtlrTimeBegin,diskCtlrTimeEnd,diskCtlrQueueDepth,diskCtlrQueueDepthEnd,tagID_begin,tagID_end,diskCacheHitStatus,CCT,qCCT,tagID[1],opid[1],devno[1],blkno[1],blkcnt[1],flags[1],cylBegin[1],headBegin[1],thetaBegin[1],cylDest[1],headDest[1],sectorDest[1],SeekDistance[1],SeekTime[1],Latency[1],XferTime[1],AccessTime[1],rpo_seektime[1],rpo_latency[1],rpo_xfertime[1],BlocksXferred[1],block_first[1],block_last[1],tagID[2],opid[2],devno[2],blkno[2],blkcnt[2],flags[2],cylBegin[2],headBegin[2],thetaBegin[2],cylDest[2],headDest[2],sectorDest[2],SeekDistance[2],SeekTime[2],Latency[2],XferTime[2],AccessTime[2],rpo_seektime[2],rpo_latency[2],rpo_xfertime[2],BlocksXferred[2],block_first[2],block_last[2]
84971.691262,84972.183262,0,0,1707,1707,BUFFER_WHOLE,0.492000,0.492000,1707,1706,0,4981632,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
84997.878262,85007.375612,0,0,1708,1708,BUFFER_NOMATCH,9.497350,9.497350,1708,1707,0,4832284,8,1,3240,5,498284208,3240,6,0,107,2.818680,5.188965,0.271793,8.279438,195000000,485458533,33974112,293,4832284,4832574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85125.979612,85140.522146,0,0,1709,1709,BUFFER_NOMATCH,14.542535,14.542535,1709,1708,0,7460932,8,1,5279,5,4176583757,5279,6,0,2039,7.890180,5.155385,0.329920,13.375485,195000000,506646015,41240021,293,7460932,7461222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85169.875146,85170.367146,0,0,1710,1710,BUFFER_WHOLE,0.492000,0.492000,1710,1709,0,7461016,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85196.231146,85203.273537,0,0,1711,1711,BUFFER_NOMATCH,7.042390,7.042390,1711,1710,0,6480528,4,1,4478,5,2553597061,4478,6,0,801,5.427500,0.544578,0.154329,6.126407,195000000,499539796,38582318,289,6480528,6480814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85234.905537,85235.397537,0,0,1712,1712,BUFFER_WHOLE,0.492000,0.492000,1712,1711,0,6480624,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85269.718537,85282.317950,0,0,1713,1713,BUFFER_NOMATCH,12.599413,12.599413,1713,1712,0,2944444,4,1,1923,2,1851057220,1923,3,0,2555,8.820850,2.714855,0.127912,11.663617,195000000,508955821,31977984,288,2944444,2944730,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85332.227950,85346.449795,0,0,1714,1714,BUFFER_NOMATCH,14.221845,14.221845,1714,1713,0,7657160,8,1,5450,1,2932759209,5450,2,0,3527,10.549180,2.175695,0.329920,13.054795,195000000,506646015,41240021,293,7657160,7657450,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85371.350795,85378.476328,0,0,1715,1715,BUFFER_NOMATCH,7.125533,7.125533,1715,1714,0,6674964,4,1,4636,5,2553814641,4636,6,0,814,5.447000,0.608220,0.154329,6.209550,195000000,499539796,38582318,288,6674964,6675250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85410.913328,85411.811328,0,1,1716,1716,BUFFER_NOMATCH,0.898000,0.898000,1716,1715,0,6674812,4,0,4636,6,550717051,4636,4,8,0,0.195000,1.734374,0.154329,2.083703,195000000,5438076609,154329275,5,6674812,6674816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85437.323328,85456.472146,0,0,1717,1717,BUFFER_NOMATCH,19.148818,19.148818,1717,1716,0,206036,4,1,132,7,412216289,133,0,0,4504,12.339280,5.786042,0.122665,18.247987,636000000,499134867,30666242,289,206036,206322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85507.587146,85516.698897,0,0,1718,1718,BUFFER_NOMATCH,9.111752,9.111752,1718,1717,0,1767752,8,1,1139,5,918971152,1139,6,0,1006,5.853660,1.771696,0.245330,7.870685,195000000,479926405,30666242,292,1767752,1768042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85541.599897,85547.024331,0,0,1719,1719,BUFFER_NOMATCH,5.424434,5.424434,1719,1718,0,1767752,12,1,1139,5,919048845,1139,6,0,0,0.195000,3.319038,0.367995,3.882032,195000000,479920701,30666242,296,1767752,1768046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85568.903331,85570.649331,0,1,1720,1720,BUFFER_NOMATCH,1.746000,1.746000,1720,1719,0,6660740,12,0,1139,6,2348426157,4625,0,88,3486,10.494800,1.200968,0.462988,12.158756,10494800000,3205309548,462987826,13,6660740,6660752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85630.502331,85640.187053,0,0,1721,1721,BUFFER_NOMATCH,9.684722,9.684722,1721,1720,0,8401060,4,1,6112,4,1273165332,6112,5,0,1487,6.969330,1.676914,0.182594,8.828838,195000000,490106662,45648614,289,8401060,8401346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85680.525053,85681.847053,0,1,1722,1722,BUFFER_NOMATCH,1.322000,1.322000,1722,1721,0,8400992,8,0,6112,5,909665024,6112,2,90,0,0.195000,2.576552,0.365189,3.136741,195000000,5511494228,365206029,9,8400992,8401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85716.332053,85716.851053,0,1,1723,1723,BUFFER_NOMATCH,0.519000,0.519000,1723,1722,0,4995832,4,0,6112,2,856094685,3357,3,156,2755,9.158450,0.205961,0.135896,9.500307,9158450000,2595891413,135913561,5,4995832,4995836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85784.289053,85791.537459,0,0,1724,1724,BUFFER_NOMATCH,7.248405,7.248405,1724,1723,0,4995780,16,1,3357,4,35374769,3357,5,0,0,0.000000,4.949601,0.543586,5.493187,195000000,485458533,33974112,301,4995780,4996078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85838.435459,85839.333459,0,1,1725,1725,BUFFER_NOMATCH,0.898000,0.898000,1725,1724,0,5241292,4,0,3357,5,2650207336,3532,7,132,175,3.622000,4.870167,0.135896,8.628063,3622000000,625598184,135913561,5,5241292,5241296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85883.359459,85883.878459,0,1,1726,1726,BUFFER_NOMATCH,0.519000,0.519000,1726,1725,0,5241296,4,0,3532,7,554441680,3532,7,136,0,0.000000,5.944939,0.135896,6.080836,0,17109,135913561,5,5241296,5241300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85925.018459,85929.850397,0,0,1727,1727,BUFFER_NOMATCH,4.831938,4.831938,1727,1726,0,5241384,4,1,3533,0,2378306538,3533,1,0,1,0.636000,3.169134,0.135896,3.941030,195000000,485218998,33974112,288,5241384,5241670,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
85982.876397,85983.368397,0,0,1728,1728,BUFFER_WHOLE,0.492000,0.492000,1728,1727,0,5241456,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86009.291397,86009.783397,0,0,1729,1729,BUFFER_WHOLE,0.492000,0.492000,1729,1728,0,5241476,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86043.578397,86044.494397,0,0,1730,1730,BUFFER_WHOLE,0.916000,0.916000,1730,1729,0,5241520,8,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86113.194397,86122.068450,0,0,1731,1731,BUFFER_NOMATCH,8.874054,8.874054,1731,1730,0,4851728,4,1,3254,4,3281257587,3254,5,0,279,3.869400,3.938950,0.135896,7.944246,195000000,485281733,33974112,288,4851728,4852014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86155.607450,86165.240587,0,0,1732,1732,BUFFER_NOMATCH,9.633136,9.633136,1732,1731,0,7538756,4,1,5347,3,889652165,5347,4,0,2093,8.031660,0.528506,0.164960,8.725127,195000000,506646015,41240021,289,7538756,7539042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86192.454587,86192.946587,0,0,1733,1733,BUFFER_WHOLE,0.492000,0.492000,1733,1732,0,7538760,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86233.924587,86234.822587,0,1,1734,1734,BUFFER_NOMATCH,0.898000,0.898000,1734,1733,0,6631524,4,0,5347,4,3218748244,4601,2,106,746,5.226200,1.361457,0.154329,6.741986,5226200000,3964420236,154329275,5,6631524,6631528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86269.870587,86278.880728,0,0,1735,1735,BUFFER_NOMATCH,9.010141,9.010141,1735,1734,0,4592676,4,1,3069,3,3452131295,3069,4,0,1532,7.046200,0.937137,0.135896,8.119233,195000000,485464236,33974112,289,4592676,4592962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86313.278728,86314.762422,0,0,1736,1736,BUFFER_NOMATCH,1.483695,1.483695,1736,1735,0,4592676,4,1,3069,3,3452205819,3069,4,0,0,0.195000,0.222990,0.135896,0.553887,195000000,485464236,33974112,289,4592676,4592962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86384.293422,86385.191422,0,1,1737,1737,BUFFER_NOMATCH,0.898000,0.898000,1737,1736,0,5301984,4,0,3069,4,3837977052,3579,3,102,510,4.452100,4.909365,0.144086,9.505551,4452100000,4492613036,144097689,5,5301984,5301988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86442.322422,86454.035547,0,0,1738,1738,BUFFER_NOMATCH,11.713125,11.713125,1738,1737,0,3221916,4,1,2109,7,37578806,2110,0,0,1470,6.925300,3.763017,0.127912,10.816228,636000000,483753269,31977984,289,3221916,3222202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86521.546547,86525.031313,0,0,1739,1739,BUFFER_NOMATCH,3.484766,3.484766,1739,1738,0,3221892,4,1,2109,6,3827438389,2109,7,0,1,0.636000,1.785058,0.127912,2.548970,195000000,508801834,31977984,288,3221892,3222178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86548.765313,86561.235672,0,0,1740,1740,BUFFER_NOMATCH,12.470359,12.470359,1740,1739,0,5317168,8,1,3591,0,1871602086,3591,1,0,1481,6.953790,4.024817,0.288173,11.266780,195000000,490232133,36021570,293,5317168,5317458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86594.897672,86605.070351,0,0,1741,1741,BUFFER_NOMATCH,10.172679,10.172679,1741,1740,0,8175876,8,1,5900,7,2104532773,5901,0,0,2309,8.445150,0.230559,0.329920,9.005629,636000000,478078560,41240021,293,8175876,8176166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86653.963351,86654.455351,0,0,1742,1742,BUFFER_WHOLE,0.492000,0.492000,1742,1741,0,8175976,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86673.203351,86675.089851,0,0,1743,1743,BUFFER_NOMATCH,1.886500,1.886500,1743,1742,0,8175844,4,1,5900,7,2104618206,5901,0,0,1,0.636000,0.177530,0.164960,0.978490,636000000,478078560,41240021,289,8175844,8176130,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86710.395851,86717.634838,0,0,1744,1744,BUFFER_NOMATCH,7.238987,7.238987,1744,1743,0,8175840,12,1,5900,7,2104692024,5901,0,0,1,0.636000,4.682017,0.494880,5.812897,636000000,478078560,41240021,297,8175840,8176134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86762.967838,86764.307838,0,0,1745,1745,BUFFER_WHOLE,1.340000,1.340000,1745,1744,0,8175852,12,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86792.569838,86804.140057,0,0,1746,1746,BUFFER_NOMATCH,11.570219,11.570219,1746,1745,0,7545312,4,1,5353,0,3852366018,5353,1,0,549,4.600690,5.896559,0.164960,10.662209,195000000,506646015,41240021,289,7545312,7545598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86855.073057,86855.565057,0,0,1747,1747,BUFFER_WHOLE,0.492000,0.492000,1747,1746,0,7545316,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
86898.960057,86915.188271,0,0,1748,1748,BUFFER_NOMATCH,16.228214,16.228214,1748,1747,0,2562496,4,1,1666,3,3437313026,1666,4,0,3687,10.871460,4.293046,0.127912,15.292418,195000000,509012854,31977984,289,2562496,2562782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87009.141271,87009.633271,0,0,1749,1749,BUFFER_WHOLE,0.492000,0.492000,1749,1748,0,2562500,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87035.164271,87036.486271,0,1,1750,1750,BUFFER_NOMATCH,1.322000,1.322000,1750,1749,0,6212308,8,0,1666,4,3135550835,4269,4,96,2603,8.831740,0.103610,0.288173,9.223523,8831740000,2811496141,288201081,9,6212308,6212316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87078.033271,87084.589859,0,0,1751,1751,BUFFER_NOMATCH,6.556589,6.556589,1751,1750,0,6212244,4,1,4269,4,3114056316,4269,5,0,0,0.000000,5.527737,0.144086,5.671823,195000000,490089552,36021570,288,6212244,6212530,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87114.608859,87115.100859,0,0,1752,1752,BUFFER_WHOLE,0.492000,0.492000,1752,1751,0,6212248,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87149.901859,87153.931114,0,0,1753,1753,BUFFER_NOMATCH,4.029254,4.029254,1753,1752,0,6212184,8,1,4269,4,3114044302,4269,5,0,0,0.195000,2.342503,0.288173,2.825675,195000000,490232133,36021570,293,6212184,6212474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87202.544114,87203.460114,0,0,1754,1754,BUFFER_WHOLE,0.916000,0.916000,1754,1753,0,6212192,8,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87233.196114,87234.112114,0,0,1755,1755,BUFFER_WHOLE,0.916000,0.916000,1755,1754,0,6212200,8,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87284.313114,87290.765110,0,0,1756,1756,BUFFER_NOMATCH,6.451996,6.451996,1756,1755,0,6212176,4,1,4269,4,3114119975,4269,5,0,0,0.195000,5.189245,0.144086,5.528331,195000000,490232133,36021570,289,6212176,6212462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87387.367110,87388.265110,0,1,1757,1757,BUFFER_NOMATCH,0.898000,0.898000,1757,1756,0,6212220,4,0,4269,5,2681078016,4269,4,8,0,0.195000,0.222945,0.144086,0.562031,195000000,2363199823,144097689,5,6212220,6212224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87455.719110,87456.238110,0,1,1758,1758,BUFFER_NOMATCH,0.519000,0.519000,1758,1757,0,6212224,4,0,4269,4,231201184,4269,4,12,0,0.000000,4.352228,0.144086,4.496314,0,17109,144097689,5,6212224,6212228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87495.036110,87495.555110,0,1,1759,1759,BUFFER_NOMATCH,0.519000,0.519000,1759,1758,0,8817520,4,0,4269,4,2698478147,6513,2,42,2244,8.290200,1.775500,0.182594,10.248294,8290200000,714591311,182600162,5,8817520,8817524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87539.943110,87540.462110,0,1,1760,1760,BUFFER_NOMATCH,0.519000,0.519000,1760,1759,0,8817524,4,0,6513,2,590503259,6513,2,46,0,0.000000,1.222897,0.182594,1.405491,0,11406,182600162,5,8817524,8817528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87626.752110,87631.617236,0,0,1761,1761,BUFFER_PARTIAL,4.865126,4.865126,1761,1760,0,8817524,8,1,6513,3,520445217,6513,4,0,0,0.000000,3.826647,0.182594,4.009242,195000000,490106662,45648614,289,8817528,8817814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87661.921236,87663.243236,0,1,1762,1762,BUFFER_NOMATCH,1.322000,1.322000,1762,1761,0,8817380,8,0,6513,4,2294641668,6513,1,33,0,0.195000,2.978219,0.365189,3.538407,195000000,1859485265,365206029,9,8817380,8817388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87704.553236,87705.286236,0,0,1763,1763,BUFFER_WHOLE,0.733000,0.733000,1763,1762,0,8817384,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87746.094236,87750.003214,0,0,1764,1764,BUFFER_NOMATCH,3.908978,3.908978,1764,1763,0,8817376,8,1,6513,2,28738848,6513,3,0,0,0.000000,2.407599,0.365189,2.772788,195000000,490106662,45648614,293,8817376,8817666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87784.531214,87801.547351,0,0,1765,1765,BUFFER_NOMATCH,17.016137,17.016137,1765,1764,0,2647484,4,1,1723,4,2266490110,1723,5,0,4790,12.842700,3.109729,0.127912,16.080341,195000000,508887383,31977984,288,2647484,2647770,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87878.247351,87878.739351,0,0,1766,1766,BUFFER_WHOLE,0.492000,0.492000,1766,1765,0,2647488,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87903.754351,87904.246351,0,0,1767,1767,BUFFER_WHOLE,0.492000,0.492000,1767,1766,0,2647492,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87934.134351,87935.032351,0,1,1768,1768,BUFFER_NOMATCH,0.898000,0.898000,1768,1767,0,2647492,4,0,1723,5,226914495,1723,4,60,0,0.195000,4.090062,0.127912,4.412974,195000000,2171885131,127917639,5,2647492,2647496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
87972.013351,87972.532351,0,1,1769,1769,BUFFER_NOMATCH,0.519000,0.519000,1769,1768,0,2647536,4,0,1723,4,1661434073,1723,4,104,0,0.000000,4.073780,0.127912,4.201692,0,1279210611,127917639,5,2647536,2647540,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88011.168351,88018.372044,0,0,1770,1770,BUFFER_NOMATCH,7.203693,7.203693,1770,1769,0,2840256,4,1,1853,2,2932578059,1853,3,0,130,3.214200,2.964685,0.127912,6.306797,195000000,509012854,31977984,289,2840256,2840542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88049.143044,88050.041044,0,1,1771,1771,BUFFER_NOMATCH,0.898000,0.898000,1771,1770,0,2840276,4,0,1853,3,1220642111,1853,1,113,0,0.195000,4.625316,0.127912,4.948228,195000000,1851734582,127917639,5,2840276,2840280,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88070.924044,88071.443044,0,1,1772,1772,BUFFER_NOMATCH,0.519000,0.519000,1772,1771,0,2840244,4,0,1853,1,3978639111,1853,1,81,0,0.000000,0.335755,0.127912,0.463667,0,4828994965,127917639,5,2840244,2840248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88128.857044,88145.205159,0,0,1773,1773,BUFFER_NOMATCH,16.348115,16.348115,1773,1772,0,8046060,4,1,5788,0,3853042924,5788,1,0,3934,11.341880,3.972165,0.164960,15.479005,195000000,506651718,41240021,289,8046060,8046346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88205.861159,88206.353159,0,0,1774,1774,BUFFER_WHOLE,0.492000,0.492000,1774,1773,0,8046064,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88229.411159,88230.309159,0,1,1775,1775,BUFFER_NOMATCH,0.898000,0.898000,1775,1774,0,8469548,4,0,5788,1,1838401587,6178,2,126,390,4.137200,1.954250,0.182594,6.274045,4137200000,1726218000,182600162,5,8469548,8469552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88290.547159,88294.970686,0,0,1776,1776,BUFFER_NOMATCH,4.423526,4.423526,1776,1775,0,8469636,4,1,6178,4,3405986577,6178,5,0,0,0.195000,3.190048,0.182594,3.567642,195000000,490106662,45648614,289,8469636,8469922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88329.332686,88330.248686,0,0,1777,1777,BUFFER_WHOLE,0.916000,0.916000,1777,1776,0,8469668,8,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88361.426686,88361.918686,0,0,1778,1778,BUFFER_WHOLE,0.492000,0.492000,1778,1777,0,8469668,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88419.187686,88439.665882,0,0,1779,1779,BUFFER_NOMATCH,20.478197,20.478197,1779,1778,0,23940,12,1,15,3,194073811,15,4,0,6163,15.276720,3.291080,0.367995,18.935795,195000000,479977734,30666242,296,23940,24234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88487.733882,88489.073882,0,0,1780,1780,BUFFER_WHOLE,1.340000,1.340000,1780,1779,0,23952,12,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88534.926882,88548.087638,0,0,1781,1781,BUFFER_NOMATCH,13.160756,13.160756,1781,1780,0,5168552,4,1,3481,0,1891843341,3481,1,0,3465,10.467500,1.627552,0.135896,12.230949,195000000,485464236,33974112,289,5168552,5168838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88595.480638,88595.972638,0,0,1782,1782,BUFFER_WHOLE,0.492000,0.492000,1782,1781,0,5168556,4,1,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
88628.568638,88636.364612,0,0,1783,1783,BUFFER_NOMATCH,7.795973,7.795973,1783,1782,0,4778992,4,1,3202,4,2794816281,3202,5,0,279,3.869400,2.860869,0.135896,6.866165,195000000,485464236,33974112,289,4778992,4779278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0
